time, x_true, y_true, vx_true, vy_true, x_est, y_est, vx_est, vy_est, x_meas, y_meas, sensor, nis
11477010443000000, 0.3600, 0.6000, -4.8003, 0.0017, 0.2018, 0.3860, 0.0000, 0.0000, 0.2018, 0.3860, R, 0.0000
11477010443050000, 0.1200, 0.6002, -4.8006, 0.0050, 0.2023, 0.3860, 0.0098, -0.0000, 0.2190, 0.6861, L, 4.0169
11477010443100000, -0.1200, 0.6006, -4.8010, 0.0100, -0.0610, 0.3860, -2.6271, -0.1391, -0.0814, 0.4979, R, 83.0943
11477010443150000, -0.3601, 0.6012, -4.8015, 0.0166, -0.1830, 0.4036, -2.6178, 0.4103, -0.3066, 0.5572, L, 1.9252
11477010443200000, -0.6002, 0.6023, -4.8022, 0.0249, -0.4491, 0.4535, -3.1764, 0.8892, -0.4232, 0.3822, R, 23.0289
11477010443250000, -0.8403, 0.6038, -4.8030, 0.0348, -0.6166, 0.5001, -3.1940, 0.9271, -0.9208, 0.4982, L, 4.2529
11477010443300000, -1.0804, 0.6058, -4.8038, 0.0464, -0.8311, 0.5062, -3.6616, 0.7358, -0.9992, 0.5691, R, 15.9474
11477010443350000, -1.3206, 0.6085, -4.8047, 0.0597, -1.0232, 0.5487, -3.6862, 0.7872, -1.2171, 0.5641, L, 1.7693
11477010443400000, -1.5608, 0.6118, -4.8057, 0.0747, -1.2357, 0.5611, -3.9006, 0.6653, -1.3158, 0.5655, R, 3.2795
11477010443450000, -1.8011, 0.6160, -4.8067, 0.0912, -1.4329, 0.5980, -3.9053, 0.6958, -1.4663, 0.6272, L, 0.0961
11477010443500000, -2.0415, 0.6210, -4.8078, 0.1095, -1.6724, 0.6009, -4.1763, 0.4912, -1.7631, 0.5870, R, 4.5711
11477010443550000, -2.2818, 0.6270, -4.8088, 0.1294, -1.9206, 0.6438, -4.2892, 0.4820, -2.2846, 0.7874, L, 7.5776
11477010443600000, -2.5222, 0.6340, -4.8099, 0.1509, -2.2067, 0.5447, -4.5401, -0.3976, -2.5020, 0.4664, R, 10.2013
11477010443650000, -2.7627, 0.6421, -4.8109, 0.1742, -2.4662, 0.5715, -4.6297, -0.3302, -2.7473, 0.8472, L, 7.9310
11477010443700000, -3.0032, 0.6514, -4.8118, 0.1990, -2.7248, 0.6019, -4.7178, -0.2237, -3.6571, 0.8657, R, 11.3449
11477010443750000, -3.2438, 0.6620, -4.8127, 0.2255, -3.0011, 0.6409, -4.8058, -0.1149, -3.3088, 0.8811, L, 7.9014
11477010443800000, -3.4844, 0.6740, -4.8134, 0.2537, -3.2548, 0.6099, -4.8364, -0.3217, -3.4715, 0.6132, R, 0.7415
11477010443850000, -3.7250, 0.6874, -4.8140, 0.2835, -3.5362, 0.5436, -4.8893, -0.6727, -3.7635, 0.4003, L, 3.9202
11477010443900000, -3.9657, 0.7024, -4.8144, 0.3150, -3.7792, 0.6030, -4.9399, -0.3819, -3.7954, 0.7583, R, 3.0816
11477010443950000, -4.2064, 0.7190, -4.8147, 0.3481, -4.0870, 0.5402, -5.0352, -0.6754, -4.4320, 0.4382, L, 6.8827
11477010444000000, -4.4470, 0.7372, -4.8146, 0.3828, -4.3347, 0.5377, -5.0220, -0.6511, -4.3597, 0.6135, R, 0.4538
11477010444050000, -4.6877, 0.7573, -4.8143, 0.4192, -4.6009, 0.5998, -5.0478, -0.4089, -4.7248, 0.8819, L, 5.5246
11477010444100000, -4.9283, 0.7792, -4.8136, 0.4572, -4.8341, 0.6737, -5.0348, -0.1431, -4.4267, 0.8506, R, 5.7903
11477010444150000, -5.1689, 0.8030, -4.8126, 0.4968, -5.1155, 0.6760, -5.0835, -0.1584, -5.2880, 0.7142, L, 1.6370
11477010444200000, -5.4094, 0.8289, -4.8112, 0.5380, -5.3845, 0.6526, -5.1483, -0.2432, -5.4746, 0.6123, R, 0.4405
11477010444250000, -5.6499, 0.8568, -4.8094, 0.5808, -5.6245, 0.7547, -5.1055, 0.0653, -5.5629, 1.0519, L, 5.6663
11477010444300000, -5.8902, 0.8870, -4.8070, 0.6252, -5.8592, 0.8461, -4.9226, 0.2860, -6.2950, 1.2651, R, 9.3721
11477010444350000, -6.1304, 0.9194, -4.8042, 0.6712, -6.0702, 0.8703, -4.8636, 0.3142, -5.8831, 0.8860, L, 1.8630
11477010444400000, -6.3704, 0.9541, -4.8007, 0.7187, -6.3243, 0.9054, -4.9982, 0.3830, -5.9525, 0.9443, R, 3.7071
11477010444450000, -6.6103, 0.9913, -4.7966, 0.7679, -6.6022, 0.9108, -5.0464, 0.3489, -6.7531, 0.8844, L, 1.2493
11477010444500000, -6.8499, 1.0309, -4.7919, 0.8185, -6.8452, 0.9378, -5.0374, 0.3792, -6.6205, 0.9618, R, 0.6490
11477010444550000, -7.0893, 1.0731, -4.7864, 0.8707, -7.0944, 1.0368, -5.0153, 0.5994, -7.1088, 1.2335, L, 2.4268
11477010444600000, -7.3284, 1.1180, -4.7801, 0.9244, -7.3457, 1.0313, -4.9784, 0.5176, -7.5294, 0.8358, R, 1.6149
11477010444650000, -7.5671, 1.1656, -4.7730, 0.9796, -7.5878, 1.0855, -4.9612, 0.6048, -7.5632, 1.1504, L, 0.3024
11477010444700000, -7.8054, 1.2159, -4.7651, 1.0362, -7.8060, 1.1235, -4.8919, 0.6417, -7.2519, 1.1153, R, 3.6896
11477010444750000, -8.0434, 1.2692, -4.7561, 1.0943, -8.0422, 1.1640, -4.8749, 0.6824, -8.0021, 1.1794, L, 0.1016
11477010444800000, -8.2809, 1.3254, -4.7463, 1.1538, -8.2772, 1.2692, -4.8664, 0.8918, -8.0746, 1.7451, R, 4.8996
11477010444850000, -8.5178, 1.3845, -4.7353, 1.2148, -8.5127, 1.3118, -4.8492, 0.9191, -8.4721, 1.3025, L, 0.0914
11477010444900000, -8.7542, 1.4468, -4.7232, 1.2770, -8.7219, 1.3548, -4.6107, 0.9164, -8.9517, 1.3550, R, 4.8802
11477010444950000, -8.9899, 1.5122, -4.7100, 1.3407, -8.9510, 1.4574, -4.5864, 1.0880, -8.9727, 1.5827, L, 1.0312
11477010445000000, -9.2249, 1.5809, -4.6956, 1.4056, -9.1875, 1.4865, -4.7057, 1.0814, -8.7135, 1.2250, R, 4.9958
11477010445050000, -9.4592, 1.6528, -4.6799, 1.4718, -9.4457, 1.5098, -4.7429, 1.0354, -9.5567, 1.4519, L, 0.8946
11477010445100000, -9.6927, 1.7280, -4.6628, 1.5393, -9.6955, 1.5198, -4.8283, 0.9643, -9.5585, 1.1014, R, 2.9690
11477010445150000, -9.9253, 1.8067, -4.6444, 1.6079, -9.9691, 1.6580, -4.8537, 1.2198, -10.1925, 1.8658, L, 5.2883
11477010445200000, -10.1569, 1.8887, -4.6245, 1.6778, -10.1896, 1.7911, -4.7439, 1.4393, -10.0357, 2.4988, R, 6.2196
11477010445250000, -10.3875, 1.9744, -4.6031, 1.7487, -10.3887, 1.8904, -4.6571, 1.5589, -10.2047, 1.9227, L, 1.8933
11477010445300000, -10.6169, 2.0636, -4.5801, 1.8207, -10.6458, 1.9839, -4.7641, 1.6682, -10.7460, 2.1665, R, 1.6154
11477010445350000, -10.8452, 2.1564, -4.5555, 1.8937, -10.8800, 2.0392, -4.7510, 1.6481, -10.8445, 1.9772, L, 0.3122
11477010445400000, -11.0722, 2.2529, -4.5292, 1.9678, -11.1045, 2.1422, -4.7147, 1.7537, -10.8211, 2.3358, R, 1.2550
11477010445450000, -11.2979, 2.3531, -4.5012, 2.0427, -11.2889, 2.2979, -4.5817, 1.9824, -11.0683, 2.3968, L, 3.3846
11477010445500000, -11.5221, 2.4571, -4.4714, 2.1185, -11.5278, 2.3928, -4.5953, 2.0373, -11.6414, 2.3370, R, 0.2382
11477010445550000, -11.7448, 2.5649, -4.4397, 2.1951, -11.7601, 2.5359, -4.5534, 2.2019, -11.8100, 2.6186, L, 0.5692
11477010445600000, -11.9658, 2.6765, -4.4061, 2.2725, -12.0129, 2.6642, -4.6389, 2.3321, -12.1673, 2.9330, R, 1.9359
11477010445650000, -12.1851, 2.7920, -4.3706, 2.3505, -12.2521, 2.7953, -4.6113, 2.4333, -12.3079, 2.8279, L, 0.2260
11477010445700000, -12.4026, 2.9114, -4.3330, 2.4292, -12.4870, 2.8918, -4.5725, 2.4279, -12.6907, 2.5132, R, 1.4587
11477010445750000, -12.6182, 3.0348, -4.2934, 2.5084, -12.6967, 3.0556, -4.4870, 2.5993, -12.6407, 3.1218, L, 0.4974
11477010445800000, -12.8317, 3.1622, -4.2516, 2.5881, -12.9169, 3.1969, -4.4405, 2.6966, -12.8479, 3.3407, R, 0.1786
11477010445850000, -13.0431, 3.2935, -4.2078, 2.6682, -13.1114, 3.3722, -4.3304, 2.8679, -13.0124, 3.4261, L, 0.7715
11477010445900000, -13.2522, 3.4289, -4.1617, 2.7487, -13.2977, 3.5000, -4.2193, 2.8976, -12.7477, 3.1613, R, 4.7470
11477010445950000, -13.4590, 3.5683, -4.1133, 2.8293, -13.4823, 3.6299, -4.1347, 2.9337, -13.3393, 3.5717, L, 1.2588
11477010446000000, -13.6633, 3.7117, -4.0627, 2.9102, -13.7070, 3.8066, -4.1316, 3.0836, -13.9985, 4.3545, R, 3.4637
11477010446050000, -13.8650, 3.8591, -4.0097, 2.9912, -13.9132, 3.9018, -4.1104, 3.0098, -13.8581, 3.7775, L, 1.1525
11477010446100000, -14.0640, 4.0107, -3.9544, 3.0721, -14.0999, 4.0813, -3.9849, 3.1336, -13.9436, 4.5936, R, 1.7289
11477010446150000, -14.2602, 4.1662, -3.8967, 3.1530, -14.2916, 4.2279, -3.9260, 3.1758, -14.2501, 4.1973, L, 0.1447
11477010446200000, -14.4535, 4.3258, -3.8365, 3.2337, -14.5098, 4.4017, -3.8957, 3.2684, -15.1095, 4.7247, R, 5.2462
11477010446250000, -14.6436, 4.4894, -3.7739, 3.3142, -14.6932, 4.5925, -3.8073, 3.3983, -14.6748, 4.6372, L, 0.1631
11477010446300000, -14.8306, 4.6571, -3.7088, 3.3942, -14.8848, 4.7647, -3.7465, 3.4667, -14.9800, 4.7842, R, 0.1089
11477010446350000, -15.0143, 4.8287, -3.6412, 3.4739, -15.0342, 4.9268, -3.6272, 3.5098, -14.8394, 4.8571, L, 2.2516
11477010446400000, -15.1945, 5.0043, -3.5711, 3.5529, -15.2066, 5.0892, -3.5454, 3.5379, -15.1197, 4.7548, R, 0.8187
11477010446450000, -15.3712, 5.1838, -3.4984, 3.6314, -15.3911, 5.2854, -3.4861, 3.6424, -15.4595, 5.3362, L, 0.3920
11477010446500000, -15.5441, 5.3672, -3.4232, 3.7090, -15.5398, 5.4919, -3.2964, 3.7349, -15.4323, 6.0315, R, 2.0565
11477010446550000, -15.7133, 5.5545, -3.3455, 3.7858, -15.7473, 5.5956, -3.3470, 3.6018, -15.8636, 5.4619, L, 2.1319
11477010446600000, -15.8785, 5.7456, -3.2651, 3.8616, -15.9124, 5.7538, -3.3130, 3.6150, -15.7856, 5.1625, R, 2.2775
11477010446650000, -16.0396, 5.9405, -3.1822, 3.9364, -16.0449, 5.9415, -3.1939, 3.6884, -15.8990, 5.9144, L, 1.1737
11477010446700000, -16.1965, 6.1391, -3.0968, 4.0100, -16.2028, 6.1173, -3.1004, 3.7048, -16.4427, 5.8766, R, 0.7905
11477010446750000, -16.3491, 6.3413, -3.0088, 4.0823, -16.3356, 6.3611, -2.9657, 3.8898, -16.3132, 6.4681, L, 0.8242
11477010446800000, -16.4972, 6.5471, -2.9183, 4.1532, -16.4702, 6.5169, -2.8576, 3.8420, -16.4730, 5.4325, R, 5.7086
11477010446850000, -16.6407, 6.7564, -2.8252, 4.2226, -16.6305, 6.7065, -2.8210, 3.8852, -16.7212, 6.7245, L, 0.4566
11477010446900000, -16.7795, 6.9691, -2.7297, 4.2904, -16.7867, 6.9140, -2.8144, 3.9827, -16.8736, 7.2334, R, 1.0590
11477010446950000, -16.9135, 7.1852, -2.6317, 4.3565, -16.9831, 7.1514, -2.8274, 4.1043, -17.3120, 7.3212, L, 7.2183
11477010447000000, -17.0425, 7.4046, -2.5312, 4.4208, -17.0965, 7.3739, -2.6318, 4.1610, -16.9134, 7.8984, R, 1.8101
11477010447050000, -17.1665, 7.6271, -2.4284, 4.4831, -17.1909, 7.6459, -2.4421, 4.3536, -17.1166, 7.7504, L, 1.1377
11477010447100000, -17.2852, 7.8526, -2.3232, 4.5434, -17.3268, 7.8439, -2.4429, 4.3821, -17.3858, 7.2333, R, 1.9376
11477010447150000, -17.3986, 8.0812, -2.2157, 4.6015, -17.4498, 7.9927, -2.4056, 4.2746, -17.3617, 7.8192, L, 2.2189
11477010447200000, -17.5066, 8.3126, -2.1059, 4.6574, -17.5517, 8.2312, -2.2617, 4.3612, -17.2143, 9.0337, R, 2.4108
11477010447250000, -17.6091, 8.5467, -1.9939, 4.7109, -17.6927, 8.4566, -2.2296, 4.4132, -17.8436, 8.5191, L, 1.4082
11477010447300000, -17.7059, 8.7834, -1.8797, 4.7620, -17.7651, 8.6598, -2.0179, 4.3797, -17.5099, 8.1616, R, 3.7280
11477010447350000, -17.7970, 9.0227, -1.7635, 4.8105, -17.8284, 8.9491, -1.8147, 4.5698, -17.7757, 9.0778, L, 1.3383
11477010447400000, -17.8822, 9.2643, -1.6452, 4.8564, -17.8929, 9.1993, -1.5779, 4.6098, -17.8359, 9.9066, R, 3.1995
11477010447450000, -17.9614, 9.5081, -1.5250, 4.8995, -17.8948, 9.5187, -1.2500, 4.8275, -17.7006, 9.6420, L, 3.4721
11477010447500000, -18.0346, 9.7540, -1.4030, 4.9397, -17.9538, 9.7756, -1.1069, 4.8948, -17.8028, 10.3244, R, 1.0512
11477010447550000, -18.1016, 10.0018, -1.2791, 4.9770, -18.0383, 9.9938, -1.0532, 4.8695, -18.1418, 9.9702, L, 0.6808
11477010447600000, -18.1624, 10.2515, -1.1536, 5.0113, -18.1228, 10.2071, -1.0271, 4.8421, -19.0447, 8.8847, R, 7.2775
11477010447650000, -18.2169, 10.5027, -1.0264, 5.0424, -18.1212, 10.4775, -0.7866, 4.9252, -17.9490, 10.4783, L, 1.6980
11477010447700000, -18.2650, 10.7555, -0.8978, 5.0703, -18.2112, 10.7196, -0.8860, 5.0103, -18.4785, 10.3830, R, 3.9877
11477010447750000, -18.3066, 11.0095, -0.7677, 5.0950, -18.2716, 10.9004, -0.8493, 4.8856, -18.2427, 10.7283, L, 1.8632
11477010447800000, -18.3417, 11.2647, -0.6363, 5.1163, -18.3118, 11.1410, -0.7211, 4.8754, -18.5920, 11.0156, R, 0.6678
11477010447850000, -18.3702, 11.5209, -0.5038, 5.1341, -18.2865, 11.5158, -0.4131, 5.1534, -18.2521, 11.8080, L, 5.6368
11477010447900000, -18.3920, 11.7780, -0.3701, 5.1485, -18.3221, 11.7760, -0.3449, 5.1824, -18.5573, 11.7650, R, 0.6230
11477010447950000, -18.4072, 12.0356, -0.2355, 5.1593, -18.3545, 12.0143, -0.2716, 5.1475, -18.3979, 11.9824, L, 0.1941
11477010448000000, -18.4156, 12.2937, -0.1000, 5.1665, -18.3886, 12.2696, -0.2814, 5.2045, -18.2756, 12.0095, R, 2.2592
11477010448050000, -18.4171, 12.5520, 0.0363, 5.1701, -18.4257, 12.5300, -0.2272, 5.2066, -18.5334, 12.5747, L, 0.7297
11477010448100000, -18.4119, 12.8105, 0.1731, 5.1699, -18.4263, 12.8043, -0.0839, 5.2273, -18.1665, 13.4543, R, 1.4076
11477010448150000, -18.3998, 13.0688, 0.3104, 5.1659, -18.4344, 13.0827, 0.0200, 5.2605, -18.4912, 13.1490, L, 0.4072
11477010448200000, -18.3809, 13.3269, 0.4481, 5.1582, -18.4081, 13.3185, 0.2451, 5.1383, -18.9473, 12.4856, R, 4.2162
11477010448250000, -18.3550, 13.5845, 0.5860, 5.1466, -18.3515, 13.6177, 0.4759, 5.2124, -18.2622, 13.6861, L, 0.8553
11477010448300000, -18.3223, 13.8414, 0.7240, 5.1312, -18.3301, 13.9000, 0.6007, 5.2452, -18.1306, 14.7596, R, 2.9786
11477010448350000, -18.2826, 14.0974, 0.8620, 5.1119, -18.2934, 14.1551, 0.7319, 5.2169, -18.2698, 14.1282, L, 0.0679
11477010448400000, -18.2361, 14.3524, 0.9997, 5.0887, -18.2438, 14.4230, 0.9307, 5.1717, -18.3678, 14.8480, R, 2.2291
11477010448450000, -18.1827, 14.6061, 1.1372, 5.0616, -18.2062, 14.6335, 1.0126, 5.0587, -18.1737, 14.4943, L, 1.1814
11477010448500000, -18.1224, 14.8584, 1.2742, 5.0306, -18.1278, 14.8907, 1.2692, 4.9704, -18.1394, 15.4391, R, 3.6103
11477010448550000, -18.0553, 15.1091, 1.4107, 4.9956, -18.0425, 15.1577, 1.4607, 4.9664, -18.0078, 15.1957, L, 0.1788
11477010448600000, -17.9814, 15.3578, 1.5464, 4.9568, -17.9832, 15.4210, 1.5149, 5.0090, -17.4962, 15.9091, R, 2.2320
11477010448650000, -17.9007, 15.6046, 1.6812, 4.9141, -17.9106, 15.6512, 1.6241, 4.9323, -17.9036, 15.5953, L, 0.1859
11477010448700000, -17.8133, 15.8491, 1.8151, 4.8675, -17.8371, 15.8847, 1.6782, 4.9118, -17.8307, 15.1843, R, 3.7664
11477010448750000, -17.7192, 16.0912, 1.9478, 4.8171, -17.7490, 16.1089, 1.7912, 4.8317, -17.7118, 16.0351, L, 0.3711
11477010448800000, -17.6185, 16.3307, 2.0792, 4.7629, -17.7199, 16.3590, 1.6870, 4.8980, -18.7022, 15.5600, R, 7.1173
11477010448850000, -17.5113, 16.5674, 2.2092, 4.7049, -17.5567, 16.6176, 1.9484, 4.8907, -17.3057, 16.5441, L, 3.8422
11477010448900000, -17.3977, 16.8011, 2.3377, 4.6431, -17.4073, 16.8234, 2.2272, 4.6759, -17.2848, 16.3539, R, 5.5672
11477010448950000, -17.2776, 17.0316, 2.4645, 4.5777, -17.3026, 17.0578, 2.3297, 4.6215, -17.3409, 17.0829, L, 0.1125
11477010449000000, -17.1512, 17.2588, 2.5895, 4.5087, -17.1458, 17.2685, 2.6098, 4.4169, -17.3363, 17.2838, R, 4.0711
11477010449050000, -17.0187, 17.4824, 2.7126, 4.4361, -17.0021, 17.5346, 2.7895, 4.4179, -17.0467, 17.6995, L, 1.6261
11477010449100000, -16.8800, 17.7023, 2.8336, 4.3601, -16.8430, 17.7379, 2.9648, 4.2830, -16.7259, 17.4050, R, 1.3774
11477010449150000, -16.7354, 17.9184, 2.9525, 4.2805, -16.7208, 17.9419, 3.0339, 4.1798, -16.8092, 17.9605, L, 0.4721
11477010449200000, -16.5848, 18.1303, 3.0690, 4.1977, -16.5660, 18.1482, 3.1416, 4.1056, -16.2940, 18.1023, R, 0.7516
11477010449250000, -16.4285, 18.3381, 3.1831, 4.1116, -16.4082, 18.2880, 3.2278, 3.8961, -16.3146, 18.0440, L, 3.7078
11477010449300000, -16.2665, 18.5415, 3.2947, 4.0223, -16.2724, 18.4890, 3.2434, 3.8704, -16.6234, 18.1814, R, 1.5892
11477010449350000, -16.0991, 18.7403, 3.4037, 3.9299, -16.0949, 18.6928, 3.3815, 3.7996, -16.0729, 18.7231, L, 0.0919
11477010449400000, -15.9262, 18.9344, 3.5100, 3.8345, -15.9136, 18.8823, 3.5140, 3.6976, -15.5341, 19.1726, R, 0.4513
11477010449450000, -15.7481, 19.1237, 3.6134, 3.7363, -15.7119, 19.1151, 3.6875, 3.6853, -15.7147, 19.2819, L, 1.6094
11477010449500000, -15.5649, 19.3080, 3.7139, 3.6352, -15.5240, 19.2905, 3.8081, 3.5454, -15.8172, 19.1796, R, 0.4297
11477010449550000, -15.3767, 19.4872, 3.8114, 3.5315, -15.3417, 19.4914, 3.9001, 3.4837, -15.4174, 19.6167, L, 1.1366
11477010449600000, -15.1838, 19.6612, 3.9058, 3.4252, -15.1329, 19.6523, 4.0476, 3.3103, -15.1705, 19.6712, R, 0.4927
11477010449650000, -14.9862, 19.8297, 3.9970, 3.3164, -14.9095, 19.8575, 4.2022, 3.2613, -14.9167, 20.0068, L, 1.2720
11477010449700000, -14.7841, 19.9928, 4.0849, 3.2053, -14.7281, 20.0122, 4.2349, 3.1282, -16.2753, 19.2089, R, 6.5460
11477010449750000, -14.5777, 20.1503, 4.1696, 3.0921, -14.5902, 20.1311, 4.1607, 2.9496, -14.7756, 20.1032, L, 2.2318
11477010449800000, -14.3671, 20.3020, 4.2508, 2.9767, -14.3984, 20.2745, 4.1708, 2.8758, -14.8586, 19.6043, R, 2.7295
11477010449850000, -14.1526, 20.4480, 4.3286, 2.8593, -14.1480, 20.4436, 4.3380, 2.8082, -14.0673, 20.5034, L, 0.6673
11477010449900000, -13.9342, 20.5880, 4.4029, 2.7401, -13.9217, 20.5703, 4.4347, 2.6529, -13.8455, 20.4367, R, 0.3517
11477010449950000, -13.7123, 20.7220, 4.4737, 2.6193, -13.7316, 20.7052, 4.4439, 2.5420, -13.8405, 20.7784, L, 0.9450
11477010450000000, -13.4868, 20.8499, 4.5409, 2.4968, -13.5045, 20.8217, 4.5291, 2.3852, -13.6060, 20.7507, R, 0.1391
11477010450050000, -13.2582, 20.9717, 4.6044, 2.3729, -13.2563, 20.9498, 4.6401, 2.2747, -13.2142, 20.9737, L, 0.1550
11477010450100000, -13.0264, 21.0872, 4.6643, 2.2477, -13.0092, 21.0664, 4.7199, 2.1699, -12.0825, 21.3646, R, 2.2978
11477010450150000, -12.7917, 21.1965, 4.7205, 2.1213, -12.7421, 21.2112, 4.8531, 2.1075, -12.7118, 21.3432, L, 1.0877
11477010450200000, -12.5543, 21.2994, 4.7731, 1.9939, -12.5135, 21.3306, 4.8484, 2.0649, -12.6946, 21.2291, R, 0.9380
11477010450250000, -12.3143, 21.3959, 4.8219, 1.8656, -12.2332, 21.4594, 4.9816, 1.9926, -12.1679, 21.5349, L, 0.6455
11477010450300000, -12.0720, 21.4860, 4.8670, 1.7364, -11.9632, 21.5418, 5.0794, 1.8120, -11.2552, 21.6205, R, 1.8377
11477010450350000, -11.8276, 21.5696, 4.9084, 1.6067, -11.7771, 21.6353, 4.9912, 1.6989, -11.9786, 21.7567, L, 3.1098
11477010450400000, -11.5811, 21.6467, 4.9461, 1.4764, -11.5234, 21.7190, 5.0372, 1.5791, -11.3033, 21.7891, R, 0.1219
11477010450450000, -11.3329, 21.7173, 4.9802, 1.3458, -11.2532, 21.7585, 5.0958, 1.3810, -11.1569, 21.5707, L, 2.3575
11477010450500000, -11.0830, 21.7813, 5.0105, 1.2149, -11.0140, 21.8331, 5.0855, 1.2925, -11.6156, 21.6417, R, 1.0663
11477010450550000, -10.8317, 21.8388, 5.0372, 1.0839, -10.7951, 21.8418, 5.0232, 1.0718, -10.8239, 21.6462, L, 2.2418
11477010450600000, -10.5792, 21.8898, 5.0602, 0.9529, -10.5294, 21.8866, 5.0991, 0.8877, -10.0557, 22.2319, R, 1.2466
11477010450650000, -10.3256, 21.9341, 5.0797, 0.8221, -10.2548, 21.9260, 5.1586, 0.7422, -10.2017, 21.8940, L, 0.2186
11477010450700000, -10.0711, 21.9720, 5.0956, 0.6914, -9.9893, 21.9399, 5.1867, 0.5547, -9.8812, 21.5481, R, 1.9044
11477010450750000, -9.8159, 22.0033, 5.1080, 0.5612, -9.7414, 21.9630, 5.1768, 0.4083, -9.7704, 21.9721, L, 0.0556
11477010450800000, -9.5602, 22.0282, 5.1169, 0.4315, -9.4785, 21.9690, 5.2012, 0.2192, -9.4822, 21.8931, R, 0.1915
11477010450850000, -9.3041, 22.0465, 5.1224, 0.3023, -9.2644, 21.9996, 5.1255, 0.1167, -9.4103, 22.1647, L, 2.6258
11477010450900000, -9.0478, 22.0584, 5.1245, 0.1739, -9.0056, 21.9903, 5.1372, -0.0712, -9.0521, 21.8671, R, 0.2315
11477010450950000, -8.7915, 22.0639, 5.1234, 0.0463, -8.7132, 22.0120, 5.2177, -0.1718, -8.6567, 22.1083, L, 0.7670
11477010451000000, -8.5353, 22.0631, 5.1189, -0.0803, -8.4506, 21.9916, 5.2503, -0.4210, -8.6058, 22.4381, R, 4.0022
11477010451050000, -8.2795, 22.0559, 5.1114, -0.2059, -8.1541, 22.0016, 5.3213, -0.5213, -8.1080, 22.1304, L, 1.1028
11477010451100000, -8.0240, 22.0425, 5.1007, -0.3304, -7.8779, 21.9981, 5.3289, -0.6119, -7.0763, 22.5990, R, 3.1056
11477010451150000, -7.7692, 22.0229, 5.0870, -0.4537, -7.6483, 21.9853, 5.2464, -0.7248, -7.7600, 22.1292, L, 1.7917
11477010451200000, -7.5152, 21.9971, 5.0703, -0.5757, -7.3896, 21.9325, 5.2378, -0.9642, -7.6784, 22.0828, R, 1.5469
11477010451250000, -7.2620, 21.9653, 5.0508, -0.6962, -7.1671, 21.8934, 5.1342, -1.0984, -7.2723, 21.9974, L, 1.2118
11477010451300000, -7.0099, 21.9275, 5.0285, -0.8153, -6.9041, 21.8466, 5.1084, -1.2104, -6.4340, 22.0079, R, 0.6593
11477010451350000, -6.7590, 21.8838, 5.0035, -0.9328, -6.7457, 21.7728, 4.8693, -1.3736, -6.9602, 21.8240, L, 3.0545
11477010451400000, -6.5094, 21.8342, 4.9758, -1.0487, -6.5349, 21.7354, 4.7246, -1.3546, -7.6134, 21.5459, R, 5.4707
11477010451450000, -6.2613, 21.7789, 4.9457, -1.1629, -6.3697, 21.6714, 4.5455, -1.4705, -6.5377, 21.7748, L, 2.2821
11477010451500000, -6.0147, 21.7179, 4.9131, -1.2754, -6.1386, 21.6086, 4.4656, -1.4738, -5.6148, 21.2147, R, 5.8665
11477010451550000, -5.7698, 21.6513, 4.8782, -1.3860, -5.8905, 21.5639, 4.4926, -1.5328, -5.8618, 21.6984, L, 1.0617
11477010451600000, -5.5266, 21.5793, 4.8411, -1.4947, -5.6719, 21.4819, 4.4684, -1.7087, -5.9235, 21.8491, R, 2.8348
11477010451650000, -5.2855, 21.5018, 4.8018, -1.6015, -5.3734, 21.4376, 4.5997, -1.7441, -5.2419, 21.5904, L, 2.5495
11477010451700000, -5.0463, 21.4191, 4.7604, -1.7063, -5.1067, 21.3629, 4.6358, -1.8051, -3.3344, 21.6774, R, 7.7258
11477010451750000, -4.8092, 21.3312, 4.7172, -1.8091, -4.8670, 21.3126, 4.6291, -1.8328, -4.8840, 21.5199, L, 2.3045
11477010451800000, -4.5744, 21.2382, 4.6720, -1.9098, -4.6475, 21.2328, 4.5387, -1.8147, -5.2991, 20.7449, R, 4.2157
11477010451850000, -4.3418, 21.1401, 4.6252, -2.0084, -4.3283, 21.2405, 4.7328, -1.7044, -4.2085, 21.6781, L, 11.5963
11477010451900000, -4.1116, 21.0373, 4.5766, -2.1049, -4.0719, 21.1657, 4.7508, -1.7495, -3.1589, 21.4431, R, 2.3593
11477010451950000, -3.8839, 20.9296, 4.5266, -2.1992, -3.9375, 21.0370, 4.4915, -1.9084, -4.1265, 20.9097, L, 3.3921
11477010452000000, -3.6588, 20.8173, 4.4750, -2.2914, -3.7153, 20.8930, 4.4743, -2.2083, -3.5689, 20.8741, R, 3.7863
11477010452050000, -3.4362, 20.7004, 4.4222, -2.3813, -3.4581, 20.7444, 4.4843, -2.3706, -3.3609, 20.5346, L, 2.8638
11477010452100000, -3.2164, 20.5791, 4.3680, -2.4691, -3.2510, 20.6304, 4.3932, -2.4331, -3.9118, 20.5601, R, 1.2691
11477010452150000, -2.9992, 20.4534, 4.3127, -2.5546, -2.9728, 20.5152, 4.4733, -2.5122, -2.8544, 20.5218, L, 0.9434
11477010452200000, -2.7849, 20.3235, 4.2564, -2.6379, -2.7120, 20.4048, 4.4966, -2.5020, -1.2964, 20.3141, R, 6.7309
